;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
805;805;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:47:45;12.05.21;17:47:47;11;27;2021-12-05 17:47:45;2021-12-05 17:47:47;135
794;794;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 17:56:16;12.05.21;17:58:48;8;6;2021-12-05 17:56:16;2021-12-05 17:58:48;135
795;795;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 17:59:30;12.05.21;17:59:32;6;63;2021-12-05 17:59:30;2021-12-05 17:59:32;135
796;796;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 17:59:45;12.05.21;17:59:48;7;14;2021-12-05 17:59:45;2021-12-05 17:59:48;135
797;797;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:01:26;12.05.21;18:01:39;5;1126;2021-12-05 18:01:26;2021-12-05 18:01:39;135
810;810;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:48:37;12.05.21;17:48:50;5;0;2021-12-05 17:48:37;2021-12-05 17:48:50;136
811;811;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:49:17;12.05.21;17:49:19;11;27;2021-12-05 17:49:17;2021-12-05 17:49:19;136
824;824;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 17:58:53;12.05.21;18:01:06;8;6;2021-12-05 17:58:53;2021-12-05 18:01:06;136
825;825;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:01:47;12.05.21;18:01:49;6;63;2021-12-05 18:01:47;2021-12-05 18:01:49;136
826;826;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:02:03;12.05.21;18:02:05;7;14;2021-12-05 18:02:03;2021-12-05 18:02:05;136
827;827;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:03:40;12.05.21;18:03:52;5;1126;2021-12-05 18:03:40;2021-12-05 18:03:52;136
816;816;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:50:32;12.05.21;17:50:47;5;0;2021-12-05 17:50:32;2021-12-05 17:50:47;137
817;817;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:51:14;12.05.21;17:51:16;11;27;2021-12-05 17:51:14;2021-12-05 17:51:16;137
806;806;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 18:01:10;12.05.21;18:02:48;8;6;2021-12-05 18:01:10;2021-12-05 18:02:48;137
807;807;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:03:41;12.05.21;18:03:44;6;63;2021-12-05 18:03:41;2021-12-05 18:03:44;137
808;808;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:03:59;12.05.21;18:04:02;7;14;2021-12-05 18:03:59;2021-12-05 18:04:02;137
809;809;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:05:37;12.05.21;18:05:50;5;1126;2021-12-05 18:05:37;2021-12-05 18:05:50;137
822;822;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:51:13;12.05.21;17:51:27;5;0;2021-12-05 17:51:13;2021-12-05 17:51:27;138
823;823;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:51:55;12.05.21;17:51:56;11;27;2021-12-05 17:51:55;2021-12-05 17:51:56;138
818;818;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 18:03:08;12.05.21;18:04:46;8;6;2021-12-05 18:03:08;2021-12-05 18:04:46;138
819;819;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:05:32;12.05.21;18:05:34;6;63;2021-12-05 18:05:32;2021-12-05 18:05:34;138
820;820;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:05:49;12.05.21;18:05:52;7;14;2021-12-05 18:05:49;2021-12-05 18:05:52;138
821;821;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:07:39;12.05.21;18:07:52;5;1126;2021-12-05 18:07:39;2021-12-05 18:07:52;138
828;828;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:52:08;12.05.21;17:52:22;5;0;2021-12-05 17:52:08;2021-12-05 17:52:22;139
829;829;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:52:49;12.05.21;17:52:51;11;27;2021-12-05 17:52:49;2021-12-05 17:52:51;139
830;830;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 18:04:50;12.05.21;18:06:29;8;6;2021-12-05 18:04:50;2021-12-05 18:06:29;139
831;831;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:07:19;12.05.21;18:07:21;6;63;2021-12-05 18:07:19;2021-12-05 18:07:21;139
832;832;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:07:35;12.05.21;18:07:37;7;14;2021-12-05 18:07:35;2021-12-05 18:07:37;139
833;833;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:10:02;12.05.21;18:10:16;5;1126;2021-12-05 18:10:02;2021-12-05 18:10:16;139
834;834;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:53:40;12.05.21;17:53:56;5;0;2021-12-05 17:53:40;2021-12-05 17:53:56;140
835;835;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:54:22;12.05.21;17:54:24;11;27;2021-12-05 17:54:22;2021-12-05 17:54:24;140
836;836;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 18:06:33;12.05.21;18:08:11;8;6;2021-12-05 18:06:33;2021-12-05 18:08:11;140
837;837;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:08:54;12.05.21;18:08:57;6;63;2021-12-05 18:08:54;2021-12-05 18:08:57;140
838;838;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:09:10;12.05.21;18:09:12;7;14;2021-12-05 18:09:10;2021-12-05 18:09:12;140
839;839;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:10:32;12.05.21;18:10:47;5;1126;2021-12-05 18:10:32;2021-12-05 18:10:47;140
840;840;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:05:51;12.05.21;18:06:05;5;0;2021-12-05 18:05:51;2021-12-05 18:06:05;141
841;841;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:06:32;12.05.21;18:06:34;11;27;2021-12-05 18:06:32;2021-12-05 18:06:34;141
842;842;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:08:48;12.05.21;18:11:05;8;6;2021-12-05 18:08:48;2021-12-05 18:11:05;141
843;843;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:11:58;12.05.21;18:12:01;6;63;2021-12-05 18:11:58;2021-12-05 18:12:01;141
844;844;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:12:18;12.05.21;18:12:20;7;14;2021-12-05 18:12:18;2021-12-05 18:12:20;141
845;845;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:14:14;12.05.21;18:14:26;5;1126;2021-12-05 18:14:14;2021-12-05 18:14:26;141
846;846;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:06:09;12.05.21;18:06:21;5;0;2021-12-05 18:06:09;2021-12-05 18:06:21;142
847;847;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:06:48;12.05.21;18:06:50;11;27;2021-12-05 18:06:48;2021-12-05 18:06:50;142
848;848;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:11:10;12.05.21;18:12:53;8;6;2021-12-05 18:11:10;2021-12-05 18:12:53;142
849;849;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:13:38;12.05.21;18:13:40;6;63;2021-12-05 18:13:38;2021-12-05 18:13:40;142
850;850;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:13:57;12.05.21;18:14:00;7;14;2021-12-05 18:13:57;2021-12-05 18:14:00;142
851;851;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:15:20;12.05.21;18:15:33;5;1126;2021-12-05 18:15:20;2021-12-05 18:15:33;142
852;852;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:06:25;12.05.21;18:06:37;5;0;2021-12-05 18:06:25;2021-12-05 18:06:37;143
853;853;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:07:04;12.05.21;18:07:05;11;27;2021-12-05 18:07:04;2021-12-05 18:07:05;143
854;854;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:12:58;12.05.21;18:14:41;8;6;2021-12-05 18:12:58;2021-12-05 18:14:41;143
855;855;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:15:31;12.05.21;18:15:33;6;63;2021-12-05 18:15:31;2021-12-05 18:15:33;143
856;856;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:15:47;12.05.21;18:15:49;7;14;2021-12-05 18:15:47;2021-12-05 18:15:49;143
857;857;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:17:24;12.05.21;18:17:35;5;1126;2021-12-05 18:17:24;2021-12-05 18:17:35;143
858;858;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:07:53;12.05.21;18:08:07;5;0;2021-12-05 18:07:53;2021-12-05 18:08:07;144
859;859;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:08:34;12.05.21;18:08:36;11;27;2021-12-05 18:08:34;2021-12-05 18:08:36;144
860;860;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:16:46;12.05.21;18:18:29;8;6;2021-12-05 18:16:46;2021-12-05 18:18:29;144
861;861;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:19:14;12.05.21;18:19:16;6;63;2021-12-05 18:19:14;2021-12-05 18:19:16;144
862;862;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:19:31;12.05.21;18:19:33;7;14;2021-12-05 18:19:31;2021-12-05 18:19:33;144
863;863;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:21:21;12.05.21;18:21:32;5;1126;2021-12-05 18:21:21;2021-12-05 18:21:32;144
864;864;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:08:11;12.05.21;18:08:25;5;0;2021-12-05 18:08:11;2021-12-05 18:08:25;145
865;865;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:08:52;12.05.21;18:08:53;11;27;2021-12-05 18:08:52;2021-12-05 18:08:53;145
866;866;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:24:45;12.05.21;18:26:28;8;6;2021-12-05 18:24:45;2021-12-05 18:26:28;145
867;867;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:27:09;12.05.21;18:27:12;6;63;2021-12-05 18:27:09;2021-12-05 18:27:12;145
868;868;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:27:25;12.05.21;18:27:27;7;14;2021-12-05 18:27:25;2021-12-05 18:27:27;145
869;869;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:29:02;12.05.21;18:29:14;5;1126;2021-12-05 18:29:02;2021-12-05 18:29:14;145
870;870;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:08:29;12.05.21;18:08:42;5;0;2021-12-05 18:08:29;2021-12-05 18:08:42;146
871;871;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:09:09;12.05.21;18:09:11;11;27;2021-12-05 18:09:09;2021-12-05 18:09:11;146
872;872;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:14:47;12.05.21;18:16:39;8;6;2021-12-05 18:14:47;2021-12-05 18:16:39;146
873;873;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:17:46;12.05.21;18:17:48;6;63;2021-12-05 18:17:46;2021-12-05 18:17:48;146
874;874;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:18:06;12.05.21;18:18:08;7;14;2021-12-05 18:18:06;2021-12-05 18:18:08;146
875;875;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:19:54;12.05.21;18:20:06;5;1126;2021-12-05 18:19:54;2021-12-05 18:20:06;146
876;876;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:08:46;12.05.21;18:09:00;5;0;2021-12-05 18:08:46;2021-12-05 18:09:00;147
877;877;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:09:26;12.05.21;18:09:28;11;27;2021-12-05 18:09:26;2021-12-05 18:09:28;147
884;884;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:18:53;12.05.21;18:20:45;8;6;2021-12-05 18:18:53;2021-12-05 18:20:45;147
885;885;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:21:27;12.05.21;18:21:29;6;63;2021-12-05 18:21:27;2021-12-05 18:21:29;147
886;886;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:21:53;12.05.21;18:21:55;7;14;2021-12-05 18:21:53;2021-12-05 18:21:55;147
887;887;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:23:31;12.05.21;18:23:43;5;1126;2021-12-05 18:23:31;2021-12-05 18:23:43;147
882;882;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:09:18;12.05.21;18:09:32;5;0;2021-12-05 18:09:18;2021-12-05 18:09:32;148
883;883;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:09:59;12.05.21;18:10:01;11;27;2021-12-05 18:09:59;2021-12-05 18:10:01;148
878;878;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:20:49;12.05.21;18:22:41;8;6;2021-12-05 18:20:49;2021-12-05 18:22:41;148
879;879;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:23:37;12.05.21;18:23:40;6;63;2021-12-05 18:23:37;2021-12-05 18:23:40;148
880;880;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:23:55;12.05.21;18:23:58;7;14;2021-12-05 18:23:55;2021-12-05 18:23:58;148
881;881;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:25:47;12.05.21;18:25:59;5;1126;2021-12-05 18:25:47;2021-12-05 18:25:59;148
888;888;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:12:09;12.05.21;18:12:23;5;0;2021-12-05 18:12:09;2021-12-05 18:12:23;149
889;889;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:12:50;12.05.21;18:12:51;11;27;2021-12-05 18:12:50;2021-12-05 18:12:51;149
890;890;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:22:48;12.05.21;18:24:40;8;6;2021-12-05 18:22:48;2021-12-05 18:24:40;149
891;891;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:25:25;12.05.21;18:25:27;6;63;2021-12-05 18:25:25;2021-12-05 18:25:27;149
892;892;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:25:49;12.05.21;18:25:52;7;14;2021-12-05 18:25:49;2021-12-05 18:25:52;149
893;893;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:27:31;12.05.21;18:27:43;5;1126;2021-12-05 18:27:31;2021-12-05 18:27:43;149
894;894;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:12:29;12.05.21;18:12:44;5;0;2021-12-05 18:12:29;2021-12-05 18:12:44;150
895;895;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:13:10;12.05.21;18:13:13;11;27;2021-12-05 18:13:10;2021-12-05 18:13:13;150
896;896;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:26:32;12.05.21;18:28:25;8;6;2021-12-05 18:26:32;2021-12-05 18:28:25;150
897;897;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:29:24;12.05.21;18:29:26;6;63;2021-12-05 18:29:24;2021-12-05 18:29:26;150
898;898;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:29:45;12.05.21;18:29:47;7;14;2021-12-05 18:29:45;2021-12-05 18:29:47;150
899;899;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:31:23;12.05.21;18:31:35;5;1126;2021-12-05 18:31:23;2021-12-05 18:31:35;150
934;934;8111;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:26:00;12.05.21;18:26:14;5;0;2021-12-05 18:26:00;2021-12-05 18:26:14;151
935;935;8111;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:26:40;12.05.21;18:26:42;11;27;2021-12-05 18:26:40;2021-12-05 18:26:42;151
930;930;8111;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:32:19;12.05.21;18:33:58;8;6;2021-12-05 18:32:19;2021-12-05 18:33:58;151
931;931;8111;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:34:52;12.05.21;18:34:54;6;63;2021-12-05 18:34:52;2021-12-05 18:34:54;151
932;932;8111;50;1357;pressing for time in seconds;110;12.05.21;2022-09-22 18:35:15;12.05.21;18:35:17;7;14;2021-12-05 18:35:15;2021-12-05 18:35:17;151
933;933;8111;60;1357;store a part from stopper 2;211;12.05.21;2022-09-22 18:36:37;12.05.21;18:36:52;5;1126;2021-12-05 18:36:37;2021-12-05 18:36:52;151
936;936;8111;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:27:44;12.05.21;18:27:58;5;0;2021-12-05 18:27:44;2021-12-05 18:27:58;152
937;937;8111;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:28:52;12.05.21;18:28:54;11;27;2021-12-05 18:28:52;2021-12-05 18:28:54;152
944;944;8111;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:37:32;12.05.21;18:39:15;8;6;2021-12-05 18:37:32;2021-12-05 18:39:15;152
945;945;8111;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:39:58;12.05.21;18:40:01;6;63;2021-12-05 18:39:58;2021-12-05 18:40:01;152
946;946;8111;50;1357;pressing for time in seconds;110;12.05.21;2022-09-22 18:40:16;12.05.21;18:40:18;7;14;2021-12-05 18:40:16;2021-12-05 18:40:18;152
947;947;8111;60;1357;store a part from stopper 2;211;12.05.21;2022-09-22 18:41:51;12.05.21;18:42:03;5;1126;2021-12-05 18:41:51;2021-12-05 18:42:03;152
942;942;8111;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:29:40;12.05.21;18:29:55;5;0;2021-12-05 18:29:40;2021-12-05 18:29:55;153
943;943;8111;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:30:21;12.05.21;18:30:24;11;27;2021-12-05 18:30:21;2021-12-05 18:30:24;153
938;938;8111;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:40:55;12.05.21;18:42:34;8;6;2021-12-05 18:40:55;2021-12-05 18:42:34;153
939;939;8111;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:43:15;12.05.21;18:43:18;6;63;2021-12-05 18:43:15;2021-12-05 18:43:18;153
940;940;8111;50;1357;pressing for time in seconds;110;12.05.21;2022-09-22 18:43:31;12.05.21;18:43:33;7;14;2021-12-05 18:43:31;2021-12-05 18:43:33;153
941;941;8111;60;1357;store a part from stopper 2;211;12.05.21;2022-09-22 18:45:42;12.05.21;18:45:54;5;1126;2021-12-05 18:45:42;2021-12-05 18:45:54;153
948;948;8111;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:31:36;12.05.21;18:31:51;5;0;2021-12-05 18:31:36;2021-12-05 18:31:51;154
949;949;8111;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:32:17;12.05.21;18:32:19;11;27;2021-12-05 18:32:17;2021-12-05 18:32:19;154
950;950;8111;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:42:39;12.05.21;18:44:18;8;6;2021-12-05 18:42:39;2021-12-05 18:44:18;154
951;951;8111;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:45:03;12.05.21;18:45:05;6;63;2021-12-05 18:45:03;2021-12-05 18:45:05;154
952;952;8111;50;1357;pressing for time in seconds;110;12.05.21;2022-09-22 18:45:18;12.05.21;18:45:20;7;14;2021-12-05 18:45:18;2021-12-05 18:45:20;154
953;953;8111;60;1357;store a part from stopper 2;211;12.05.21;2022-09-22 18:47:07;12.05.21;18:47:19;5;1126;2021-12-05 18:47:07;2021-12-05 18:47:19;154
954;954;8111;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:33:20;12.05.21;18:33:35;5;0;2021-12-05 18:33:20;2021-12-05 18:33:35;155
955;955;8111;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:34:02;12.05.21;18:34:03;11;27;2021-12-05 18:34:02;2021-12-05 18:34:03;155
956;956;8111;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:44:41;12.05.21;18:46:21;8;6;2021-12-05 18:44:41;2021-12-05 18:46:21;155
957;957;8111;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:47:02;12.05.21;18:47:04;6;63;2021-12-05 18:47:02;2021-12-05 18:47:04;155
958;958;8111;50;1357;pressing for time in seconds;110;12.05.21;2022-09-22 18:47:18;12.05.21;18:47:20;7;14;2021-12-05 18:47:18;2021-12-05 18:47:20;155
959;959;8111;60;1357;store a part from stopper 2;211;12.05.21;2022-09-22 18:49:01;12.05.21;18:49:13;5;1126;2021-12-05 18:49:01;2021-12-05 18:49:13;155
905;905;8110;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:19:27;12.05.21;18:19:40;5;0;2021-12-05 18:19:27;2021-12-05 18:19:40;156
900;900;8110;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:20:35;12.05.21;18:20:36;11;27;2021-12-05 18:20:35;2021-12-05 18:20:36;156
920;920;8110;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:28:45;12.05.21;18:30:39;8;6;2021-12-05 18:28:45;2021-12-05 18:30:39;156
921;921;8110;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:31:30;12.05.21;18:31:33;6;63;2021-12-05 18:31:30;2021-12-05 18:31:33;156
922;922;8110;50;1357;pressing for time in seconds;110;12.05.21;2022-09-22 18:31:48;12.05.21;18:31:51;7;14;2021-12-05 18:31:48;2021-12-05 18:31:51;156
923;923;8110;60;1357;store a part from stopper 2;211;12.05.21;2022-09-22 18:33:51;12.05.21;18:34:04;5;1126;2021-12-05 18:33:51;2021-12-05 18:34:04;156
906;906;8110;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:20:07;12.05.21;18:20:20;5;0;2021-12-05 18:20:07;2021-12-05 18:20:20;157
907;907;8110;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:20:47;12.05.21;18:20:48;11;27;2021-12-05 18:20:47;2021-12-05 18:20:48;157
908;908;8110;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:30:44;12.05.21;18:32:14;8;6;2021-12-05 18:30:44;2021-12-05 18:32:14;157
909;909;8110;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:33:04;12.05.21;18:33:07;6;63;2021-12-05 18:33:04;2021-12-05 18:33:07;157
910;910;8110;50;1357;pressing for time in seconds;110;12.05.21;2022-09-22 18:33:20;12.05.21;18:33:22;7;14;2021-12-05 18:33:20;2021-12-05 18:33:22;157
911;911;8110;60;1357;store a part from stopper 2;211;12.05.21;2022-09-22 18:34:58;12.05.21;18:35:11;5;1126;2021-12-05 18:34:58;2021-12-05 18:35:11;157
912;912;8110;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:20:29;12.05.21;18:20:42;5;0;2021-12-05 18:20:29;2021-12-05 18:20:42;158
913;913;8110;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:21:09;12.05.21;18:21:11;11;27;2021-12-05 18:21:09;2021-12-05 18:21:11;158
926;926;8110;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:34:05;12.05.21;18:35:36;8;6;2021-12-05 18:34:05;2021-12-05 18:35:36;158
927;927;8110;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:36:21;12.05.21;18:36:24;6;63;2021-12-05 18:36:21;2021-12-05 18:36:24;158
