;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID;Bearbeitungszeit_s;Transportzeit_s;Durchlaufzeit_s
785;785;785;785;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 17:53:24;12.05.21;17:53:36;5;1126;2021-12-05 17:53:24;2021-12-05 17:53:36;131;12.0;92.0;471.00000000000006
786;786;786;786;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:46:03;12.05.21;17:46:15;5;0;2021-12-05 17:46:03;2021-12-05 17:46:15;132;12.0;0.0;0.0
787;787;787;787;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:46:42;12.05.21;17:46:43;11;27;2021-12-05 17:46:42;2021-12-05 17:46:43;132;1.0;27.0;0.0
788;788;788;788;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 17:50:48;12.05.21;17:52:27;8;6;2021-12-05 17:50:48;2021-12-05 17:52:27;132;99.0;245.00000000000003;0.0
789;789;789;789;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 17:53:09;12.05.21;17:53:12;6;63;2021-12-05 17:53:09;2021-12-05 17:53:12;132;3.0;42.0;0.0
790;790;790;790;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 17:53:25;12.05.21;17:53:27;7;14;2021-12-05 17:53:25;2021-12-05 17:53:27;132;2.0;13.0;0.0
791;791;791;791;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 17:55:33;12.05.21;17:55:45;5;1126;2021-12-05 17:55:33;2021-12-05 17:55:45;132;12.0;126.00000000000001;582.0
792;792;792;792;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:46:29;12.05.21;17:46:43;5;0;2021-12-05 17:46:29;2021-12-05 17:46:43;133;14.0;0.0;0.0
793;793;793;793;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:47:10;12.05.21;17:47:12;11;27;2021-12-05 17:47:10;2021-12-05 17:47:12;133;2.0;27.0;0.0
794;794;800;800;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 17:52:32;12.05.21;17:54:12;8;6;2021-12-05 17:52:32;2021-12-05 17:54:12;133;100.0;320.0;0.0
795;795;801;801;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 17:54:55;12.05.21;17:54:57;6;63;2021-12-05 17:54:55;2021-12-05 17:54:57;133;2.0;43.0;0.0
796;796;802;802;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 17:55:11;12.05.21;17:55:13;7;14;2021-12-05 17:55:11;2021-12-05 17:55:13;133;2.0;14.0;0.0
797;797;803;803;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 17:57:02;12.05.21;17:57:15;5;1126;2021-12-05 17:57:02;2021-12-05 17:57:15;133;13.0;109.0;646.0
798;798;798;798;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:46:47;12.05.21;17:47:00;5;0;2021-12-05 17:46:47;2021-12-05 17:47:00;134;13.0;0.0;0.0
799;799;799;799;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:47:27;12.05.21;17:47:28;11;27;2021-12-05 17:47:27;2021-12-05 17:47:28;134;1.0;27.0;0.0
800;800;812;812;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 17:54:16;12.05.21;17:55:56;8;6;2021-12-05 17:54:16;2021-12-05 17:55:56;134;100.0;408.0;0.0
801;801;813;813;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 17:57:00;12.05.21;17:57:02;6;63;2021-12-05 17:57:00;2021-12-05 17:57:02;134;2.0;64.0;0.0
802;802;814;814;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 17:57:19;12.05.21;17:57:23;7;14;2021-12-05 17:57:19;2021-12-05 17:57:23;134;4.0;17.0;0.0
803;803;815;815;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 17:58:59;12.05.21;17:59:12;5;1126;2021-12-05 17:58:59;2021-12-05 17:59:12;134;13.0;96.0;745.0
804;804;804;804;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:47:04;12.05.21;17:47:17;5;0;2021-12-05 17:47:04;2021-12-05 17:47:17;135;13.0;0.0;0.0
805;805;805;805;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:47:45;12.05.21;17:47:47;11;27;2021-12-05 17:47:45;2021-12-05 17:47:47;135;2.0;28.0;0.0
806;806;794;794;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 17:56:16;12.05.21;17:58:48;8;6;2021-12-05 17:56:16;2021-12-05 17:58:48;135;152.0;509.00000000000006;0.0
807;807;795;795;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 17:59:30;12.05.21;17:59:32;6;63;2021-12-05 17:59:30;2021-12-05 17:59:32;135;2.0;42.0;0.0
808;808;796;796;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 17:59:45;12.05.21;17:59:48;7;14;2021-12-05 17:59:45;2021-12-05 17:59:48;135;3.0;13.0;0.0
809;809;797;797;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:01:26;12.05.21;18:01:39;5;1126;2021-12-05 18:01:26;2021-12-05 18:01:39;135;13.0;98.0;875.0
810;810;810;810;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:48:37;12.05.21;17:48:50;5;0;2021-12-05 17:48:37;2021-12-05 17:48:50;136;13.0;0.0;0.0
811;811;811;811;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:49:17;12.05.21;17:49:19;11;27;2021-12-05 17:49:17;2021-12-05 17:49:19;136;2.0;27.0;0.0
812;812;824;824;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 17:58:53;12.05.21;18:01:06;8;6;2021-12-05 17:58:53;2021-12-05 18:01:06;136;133.0;574.0;0.0
813;813;825;825;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:01:47;12.05.21;18:01:49;6;63;2021-12-05 18:01:47;2021-12-05 18:01:49;136;2.0;41.0;0.0
814;814;826;826;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:02:03;12.05.21;18:02:05;7;14;2021-12-05 18:02:03;2021-12-05 18:02:05;136;2.0;14.0;0.0
815;815;827;827;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:03:40;12.05.21;18:03:52;5;1126;2021-12-05 18:03:40;2021-12-05 18:03:52;136;12.0;95.0;915.0000000000001
816;816;816;816;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:50:32;12.05.21;17:50:47;5;0;2021-12-05 17:50:32;2021-12-05 17:50:47;137;15.000000000000002;0.0;0.0
817;817;817;817;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:51:14;12.05.21;17:51:16;11;27;2021-12-05 17:51:14;2021-12-05 17:51:16;137;2.0;27.0;0.0
818;818;806;806;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 18:01:10;12.05.21;18:02:48;8;6;2021-12-05 18:01:10;2021-12-05 18:02:48;137;98.0;594.0;0.0
819;819;807;807;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:03:41;12.05.21;18:03:44;6;63;2021-12-05 18:03:41;2021-12-05 18:03:44;137;3.0;53.0;0.0
820;820;808;808;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:03:59;12.05.21;18:04:02;7;14;2021-12-05 18:03:59;2021-12-05 18:04:02;137;3.0;15.000000000000002;0.0
821;821;809;809;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:05:37;12.05.21;18:05:50;5;1126;2021-12-05 18:05:37;2021-12-05 18:05:50;137;13.0;95.0;918.0000000000001
822;822;822;822;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:51:13;12.05.21;17:51:27;5;0;2021-12-05 17:51:13;2021-12-05 17:51:27;138;14.0;0.0;0.0
823;823;823;823;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:51:55;12.05.21;17:51:56;11;27;2021-12-05 17:51:55;2021-12-05 17:51:56;138;1.0;28.0;0.0
824;824;818;818;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 18:03:08;12.05.21;18:04:46;8;6;2021-12-05 18:03:08;2021-12-05 18:04:46;138;98.0;672.0;0.0
825;825;819;819;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:05:32;12.05.21;18:05:34;6;63;2021-12-05 18:05:32;2021-12-05 18:05:34;138;2.0;46.0;0.0
826;826;820;820;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:05:49;12.05.21;18:05:52;7;14;2021-12-05 18:05:49;2021-12-05 18:05:52;138;3.0;15.000000000000002;0.0
827;827;821;821;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:07:39;12.05.21;18:07:52;5;1126;2021-12-05 18:07:39;2021-12-05 18:07:52;138;13.0;107.0;999.0000000000001
828;828;828;828;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:52:08;12.05.21;17:52:22;5;0;2021-12-05 17:52:08;2021-12-05 17:52:22;139;14.0;0.0;0.0
829;829;829;829;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:52:49;12.05.21;17:52:51;11;27;2021-12-05 17:52:49;2021-12-05 17:52:51;139;2.0;27.0;0.0
830;830;830;830;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 18:04:50;12.05.21;18:06:29;8;6;2021-12-05 18:04:50;2021-12-05 18:06:29;139;99.0;719.0;0.0
831;831;831;831;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:07:19;12.05.21;18:07:21;6;63;2021-12-05 18:07:19;2021-12-05 18:07:21;139;2.0;50.0;0.0
832;832;832;832;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:07:35;12.05.21;18:07:37;7;14;2021-12-05 18:07:35;2021-12-05 18:07:37;139;2.0;14.0;0.0
833;833;833;833;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:10:02;12.05.21;18:10:16;5;1126;2021-12-05 18:10:02;2021-12-05 18:10:16;139;14.0;145.0;1088.0
834;834;834;834;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:53:40;12.05.21;17:53:56;5;0;2021-12-05 17:53:40;2021-12-05 17:53:56;140;16.0;0.0;0.0
835;835;835;835;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:54:22;12.05.21;17:54:24;11;27;2021-12-05 17:54:22;2021-12-05 17:54:24;140;2.0;26.0;0.0
836;836;836;836;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 18:06:33;12.05.21;18:08:11;8;6;2021-12-05 18:06:33;2021-12-05 18:08:11;140;98.0;729.0;0.0
837;837;837;837;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 18:08:54;12.05.21;18:08:57;6;63;2021-12-05 18:08:54;2021-12-05 18:08:57;140;3.0;43.0;0.0
838;838;838;838;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 18:09:10;12.05.21;18:09:12;7;14;2021-12-05 18:09:10;2021-12-05 18:09:12;140;2.0;13.0;0.0
839;839;839;839;8111;60;1355;store a part from stopper 2;211;12.05.21;2022-09-22 18:10:32;12.05.21;18:10:47;5;1126;2021-12-05 18:10:32;2021-12-05 18:10:47;140;15.000000000000002;80.0;1027.0
840;840;840;840;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:05:51;12.05.21;18:06:05;5;0;2021-12-05 18:05:51;2021-12-05 18:06:05;141;14.0;0.0;0.0
841;841;841;841;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:06:32;12.05.21;18:06:34;11;27;2021-12-05 18:06:32;2021-12-05 18:06:34;141;2.0;27.0;0.0
842;842;842;842;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:08:48;12.05.21;18:11:05;8;6;2021-12-05 18:08:48;2021-12-05 18:11:05;141;137.0;134.0;0.0
843;843;843;843;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:11:58;12.05.21;18:12:01;6;63;2021-12-05 18:11:58;2021-12-05 18:12:01;141;3.0;53.0;0.0
844;844;844;844;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:12:18;12.05.21;18:12:20;7;14;2021-12-05 18:12:18;2021-12-05 18:12:20;141;2.0;17.0;0.0
845;845;845;845;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:14:14;12.05.21;18:14:26;5;1126;2021-12-05 18:14:14;2021-12-05 18:14:26;141;12.0;114.0;515.0
846;846;846;846;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:06:09;12.05.21;18:06:21;5;0;2021-12-05 18:06:09;2021-12-05 18:06:21;142;12.0;0.0;0.0
847;847;847;847;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:06:48;12.05.21;18:06:50;11;27;2021-12-05 18:06:48;2021-12-05 18:06:50;142;2.0;27.0;0.0
848;848;848;848;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:11:10;12.05.21;18:12:53;8;6;2021-12-05 18:11:10;2021-12-05 18:12:53;142;103.0;260.0;0.0
849;849;849;849;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:13:38;12.05.21;18:13:40;6;63;2021-12-05 18:13:38;2021-12-05 18:13:40;142;2.0;45.0;0.0
850;850;850;850;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:13:57;12.05.21;18:14:00;7;14;2021-12-05 18:13:57;2021-12-05 18:14:00;142;3.0;17.0;0.0
851;851;851;851;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:15:20;12.05.21;18:15:33;5;1126;2021-12-05 18:15:20;2021-12-05 18:15:33;142;13.0;80.0;564.0
852;852;852;852;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:06:25;12.05.21;18:06:37;5;0;2021-12-05 18:06:25;2021-12-05 18:06:37;143;12.0;0.0;0.0
853;853;853;853;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:07:04;12.05.21;18:07:05;11;27;2021-12-05 18:07:04;2021-12-05 18:07:05;143;1.0;27.0;0.0
854;854;854;854;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:12:58;12.05.21;18:14:41;8;6;2021-12-05 18:12:58;2021-12-05 18:14:41;143;103.0;353.0;0.0
855;855;855;855;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:15:31;12.05.21;18:15:33;6;63;2021-12-05 18:15:31;2021-12-05 18:15:33;143;2.0;50.0;0.0
856;856;856;856;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:15:47;12.05.21;18:15:49;7;14;2021-12-05 18:15:47;2021-12-05 18:15:49;143;2.0;14.0;0.0
857;857;857;857;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:17:24;12.05.21;18:17:35;5;1126;2021-12-05 18:17:24;2021-12-05 18:17:35;143;11.0;95.0;670.0
858;858;858;858;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:07:53;12.05.21;18:08:07;5;0;2021-12-05 18:07:53;2021-12-05 18:08:07;144;14.0;0.0;0.0
859;859;859;859;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:08:34;12.05.21;18:08:36;11;27;2021-12-05 18:08:34;2021-12-05 18:08:36;144;2.0;27.0;0.0
860;860;860;860;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:16:46;12.05.21;18:18:29;8;6;2021-12-05 18:16:46;2021-12-05 18:18:29;144;103.0;490.00000000000006;0.0
861;861;861;861;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:19:14;12.05.21;18:19:16;6;63;2021-12-05 18:19:14;2021-12-05 18:19:16;144;2.0;45.0;0.0
862;862;862;862;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:19:31;12.05.21;18:19:33;7;14;2021-12-05 18:19:31;2021-12-05 18:19:33;144;2.0;15.000000000000002;0.0
863;863;863;863;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:21:21;12.05.21;18:21:32;5;1126;2021-12-05 18:21:21;2021-12-05 18:21:32;144;11.0;108.0;819.0
864;864;864;864;8010;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:08:11;12.05.21;18:08:25;5;0;2021-12-05 18:08:11;2021-12-05 18:08:25;145;14.0;0.0;0.0
865;865;865;865;8010;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:08:52;12.05.21;18:08:53;11;27;2021-12-05 18:08:52;2021-12-05 18:08:53;145;1.0;27.0;0.0
866;866;866;866;8010;30;1356;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:24:45;12.05.21;18:26:28;8;6;2021-12-05 18:24:45;2021-12-05 18:26:28;145;103.0;952.0000000000001;0.0
867;867;867;867;8010;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:27:09;12.05.21;18:27:12;6;63;2021-12-05 18:27:09;2021-12-05 18:27:12;145;3.0;41.0;0.0
868;868;868;868;8010;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:27:25;12.05.21;18:27:27;7;14;2021-12-05 18:27:25;2021-12-05 18:27:27;145;2.0;13.0;0.0
869;869;869;869;8010;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:29:02;12.05.21;18:29:14;5;1126;2021-12-05 18:29:02;2021-12-05 18:29:14;145;12.0;95.0;1263.0
870;870;870;870;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:08:29;12.05.21;18:08:42;5;0;2021-12-05 18:08:29;2021-12-05 18:08:42;146;13.0;0.0;0.0
871;871;871;871;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:09:09;12.05.21;18:09:11;11;27;2021-12-05 18:09:09;2021-12-05 18:09:11;146;2.0;27.0;0.0
872;872;872;872;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:14:47;12.05.21;18:16:39;8;6;2021-12-05 18:14:47;2021-12-05 18:16:39;146;112.0;336.0;0.0
873;873;873;873;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:17:46;12.05.21;18:17:48;6;63;2021-12-05 18:17:46;2021-12-05 18:17:48;146;2.0;67.0;0.0
874;874;874;874;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:18:06;12.05.21;18:18:08;7;14;2021-12-05 18:18:06;2021-12-05 18:18:08;146;2.0;18.0;0.0
875;875;875;875;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:19:54;12.05.21;18:20:06;5;1126;2021-12-05 18:19:54;2021-12-05 18:20:06;146;12.0;106.0;697.0
876;876;876;876;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:08:46;12.05.21;18:09:00;5;0;2021-12-05 18:08:46;2021-12-05 18:09:00;147;14.0;0.0;0.0
877;877;877;877;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:09:26;12.05.21;18:09:28;11;27;2021-12-05 18:09:26;2021-12-05 18:09:28;147;2.0;26.0;0.0
878;878;884;884;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:18:53;12.05.21;18:20:45;8;6;2021-12-05 18:18:53;2021-12-05 18:20:45;147;112.0;565.0;0.0
879;879;885;885;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:21:27;12.05.21;18:21:29;6;63;2021-12-05 18:21:27;2021-12-05 18:21:29;147;2.0;42.0;0.0
880;880;886;886;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:21:53;12.05.21;18:21:55;7;14;2021-12-05 18:21:53;2021-12-05 18:21:55;147;2.0;24.0;0.0
881;881;887;887;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:23:31;12.05.21;18:23:43;5;1126;2021-12-05 18:23:31;2021-12-05 18:23:43;147;12.0;96.0;897.0
882;882;882;882;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:09:18;12.05.21;18:09:32;5;0;2021-12-05 18:09:18;2021-12-05 18:09:32;148;14.0;0.0;0.0
883;883;883;883;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:09:59;12.05.21;18:10:01;11;27;2021-12-05 18:09:59;2021-12-05 18:10:01;148;2.0;27.0;0.0
884;884;878;878;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:20:49;12.05.21;18:22:41;8;6;2021-12-05 18:20:49;2021-12-05 18:22:41;148;112.0;648.0;0.0
885;885;879;879;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:23:37;12.05.21;18:23:40;6;63;2021-12-05 18:23:37;2021-12-05 18:23:40;148;3.0;56.0;0.0
886;886;880;880;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:23:55;12.05.21;18:23:58;7;14;2021-12-05 18:23:55;2021-12-05 18:23:58;148;3.0;15.000000000000002;0.0
887;887;881;881;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:25:47;12.05.21;18:25:59;5;1126;2021-12-05 18:25:47;2021-12-05 18:25:59;148;12.0;109.0;1001.0000000000001
888;888;888;888;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:12:09;12.05.21;18:12:23;5;0;2021-12-05 18:12:09;2021-12-05 18:12:23;149;14.0;0.0;0.0
889;889;889;889;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:12:50;12.05.21;18:12:51;11;27;2021-12-05 18:12:50;2021-12-05 18:12:51;149;1.0;27.0;0.0
890;890;890;890;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:22:48;12.05.21;18:24:40;8;6;2021-12-05 18:22:48;2021-12-05 18:24:40;149;112.0;597.0;0.0
891;891;891;891;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:25:25;12.05.21;18:25:27;6;63;2021-12-05 18:25:25;2021-12-05 18:25:27;149;2.0;45.0;0.0
892;892;892;892;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:25:49;12.05.21;18:25:52;7;14;2021-12-05 18:25:49;2021-12-05 18:25:52;149;3.0;22.0;0.0
893;893;893;893;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:27:31;12.05.21;18:27:43;5;1126;2021-12-05 18:27:31;2021-12-05 18:27:43;149;12.0;99.0;934.0000000000001
894;894;894;894;8011;10;1356;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:12:29;12.05.21;18:12:44;5;0;2021-12-05 18:12:29;2021-12-05 18:12:44;150;15.000000000000002;0.0;0.0
895;895;895;895;8011;20;1356;feed part from magazin;200;12.05.21;2022-09-22 18:13:10;12.05.21;18:13:13;11;27;2021-12-05 18:13:10;2021-12-05 18:13:13;150;3.0;26.0;0.0
896;896;896;896;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 18:26:32;12.05.21;18:28:25;8;6;2021-12-05 18:26:32;2021-12-05 18:28:25;150;113.0;799.0;0.0
897;897;897;897;8011;40;1356;feed part from magazin;200;12.05.21;2022-09-22 18:29:24;12.05.21;18:29:26;6;63;2021-12-05 18:29:24;2021-12-05 18:29:26;150;2.0;59.00000000000001;0.0
898;898;898;898;8011;50;1356;pressing for time in seconds;110;12.05.21;2022-09-22 18:29:45;12.05.21;18:29:47;7;14;2021-12-05 18:29:45;2021-12-05 18:29:47;150;2.0;19.0;0.0
899;899;899;899;8011;60;1356;store a part from stopper 2;211;12.05.21;2022-09-22 18:31:23;12.05.21;18:31:35;5;1126;2021-12-05 18:31:23;2021-12-05 18:31:35;150;12.0;96.0;1146.0
900;900;934;934;8111;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:26:00;12.05.21;18:26:14;5;0;2021-12-05 18:26:00;2021-12-05 18:26:14;151;14.0;0.0;0.0
901;901;935;935;8111;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:26:40;12.05.21;18:26:42;11;27;2021-12-05 18:26:40;2021-12-05 18:26:42;151;2.0;26.0;0.0
902;902;930;930;8111;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:32:19;12.05.21;18:33:58;8;6;2021-12-05 18:32:19;2021-12-05 18:33:58;151;99.0;337.0;0.0
903;903;931;931;8111;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:34:52;12.05.21;18:34:54;6;63;2021-12-05 18:34:52;2021-12-05 18:34:54;151;2.0;54.0;0.0
904;904;932;932;8111;50;1357;pressing for time in seconds;110;12.05.21;2022-09-22 18:35:15;12.05.21;18:35:17;7;14;2021-12-05 18:35:15;2021-12-05 18:35:17;151;2.0;21.0;0.0
905;905;933;933;8111;60;1357;store a part from stopper 2;211;12.05.21;2022-09-22 18:36:37;12.05.21;18:36:52;5;1126;2021-12-05 18:36:37;2021-12-05 18:36:52;151;15.000000000000002;80.0;652.0
906;906;936;936;8111;10;1357;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:27:44;12.05.21;18:27:58;5;0;2021-12-05 18:27:44;2021-12-05 18:27:58;152;14.0;0.0;0.0
907;907;937;937;8111;20;1357;feed part from magazin;200;12.05.21;2022-09-22 18:28:52;12.05.21;18:28:54;11;27;2021-12-05 18:28:52;2021-12-05 18:28:54;152;2.0;54.0;0.0
908;908;944;944;8111;30;1357;assembly part with defined PCB;300;12.05.21;2022-09-22 18:37:32;12.05.21;18:39:15;8;6;2021-12-05 18:37:32;2021-12-05 18:39:15;152;103.0;518.0;0.0
909;909;945;945;8111;40;1357;feed part from magazin;200;12.05.21;2022-09-22 18:39:58;12.05.21;18:40:01;6;63;2021-12-05 18:39:58;2021-12-05 18:40:01;152;3.0;43.0;0.0
910;910;946;946;8111;50;1357;pressing for time in seconds;110;12.05.21;2022-09-22 18:40:16;12.05.21;18:40:18;7;14;2021-12-05 18:40:16;2021-12-05 18:40:18;152;2.0;15.000000000000002;0.0
