;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
843;843;843;843;8010;40;1356;feed part from magazin;200;12.05.2021;18:11:58;12.05.2021;18:12:01;6;63;05.12.2021 18:11;05.12.2021 18:12;141
844;844;844;844;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:12:18;12.05.2021;18:12:20;7;14;05.12.2021 18:12;05.12.2021 18:12;141
845;845;845;845;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:14:14;12.05.2021;18:14:26;5;1126;05.12.2021 18:14;05.12.2021 18:14;141
846;846;846;846;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:06:09;12.05.2021;18:06:21;5;0;05.12.2021 18:06;05.12.2021 18:06;142
847;847;847;847;8010;20;1356;feed part from magazin;200;12.05.2021;18:06:48;12.05.2021;18:06:50;11;27;05.12.2021 18:06;05.12.2021 18:06;142
848;848;848;848;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:11:10;12.05.2021;18:12:53;8;6;05.12.2021 18:11;05.12.2021 18:12;142
849;849;849;849;8010;40;1356;feed part from magazin;200;12.05.2021;18:13:38;12.05.2021;18:13:40;6;63;05.12.2021 18:13;05.12.2021 18:13;142
850;850;850;850;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:13:57;12.05.2021;18:14:00;7;14;05.12.2021 18:13;05.12.2021 18:14;142
851;851;851;851;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:15:20;12.05.2021;18:15:33;5;1126;05.12.2021 18:15;05.12.2021 18:15;142
852;852;852;852;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:06:25;12.05.2021;18:06:37;5;0;05.12.2021 18:06;05.12.2021 18:06;143
853;853;853;853;8010;20;1356;feed part from magazin;200;12.05.2021;18:07:04;12.05.2021;18:07:05;11;27;05.12.2021 18:07;05.12.2021 18:07;143
854;854;854;854;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:12:58;12.05.2021;18:14:41;8;6;05.12.2021 18:12;05.12.2021 18:14;143
855;855;855;855;8010;40;1356;feed part from magazin;200;12.05.2021;18:15:31;12.05.2021;18:15:33;6;63;05.12.2021 18:15;05.12.2021 18:15;143
856;856;856;856;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:15:47;12.05.2021;18:15:49;7;14;05.12.2021 18:15;05.12.2021 18:15;143
857;857;857;857;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:17:24;12.05.2021;18:17:35;5;1126;05.12.2021 18:17;05.12.2021 18:17;143
858;858;858;858;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:07:53;12.05.2021;18:08:07;5;0;05.12.2021 18:07;05.12.2021 18:08;144
859;859;859;859;8010;20;1356;feed part from magazin;200;12.05.2021;18:08:34;12.05.2021;18:08:36;11;27;05.12.2021 18:08;05.12.2021 18:08;144
860;860;860;860;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:16:46;12.05.2021;18:18:29;8;6;05.12.2021 18:16;05.12.2021 18:18;144
861;861;861;861;8010;40;1356;feed part from magazin;200;12.05.2021;18:19:14;12.05.2021;18:19:16;6;63;05.12.2021 18:19;05.12.2021 18:19;144
862;862;862;862;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:19:31;12.05.2021;18:19:33;7;14;05.12.2021 18:19;05.12.2021 18:19;144
863;863;863;863;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:21:21;12.05.2021;18:21:32;5;1126;05.12.2021 18:21;05.12.2021 18:21;144
864;864;864;864;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:08:11;12.05.2021;18:08:25;5;0;05.12.2021 18:08;05.12.2021 18:08;145
865;865;865;865;8010;20;1356;feed part from magazin;200;12.05.2021;18:08:52;12.05.2021;18:08:53;11;27;05.12.2021 18:08;05.12.2021 18:08;145
866;866;866;866;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:24:45;12.05.2021;18:26:28;8;6;05.12.2021 18:24;05.12.2021 18:26;145
867;867;867;867;8010;40;1356;feed part from magazin;200;12.05.2021;18:27:09;12.05.2021;18:27:12;6;63;05.12.2021 18:27;05.12.2021 18:27;145
868;868;868;868;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:27:25;12.05.2021;18:27:27;7;14;05.12.2021 18:27;05.12.2021 18:27;145
869;869;869;869;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:29:02;12.05.2021;18:29:14;5;1126;05.12.2021 18:29;05.12.2021 18:29;145
870;870;870;870;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:08:29;12.05.2021;18:08:42;5;0;05.12.2021 18:08;05.12.2021 18:08;146
871;871;871;871;8011;20;1356;feed part from magazin;200;12.05.2021;18:09:09;12.05.2021;18:09:11;11;27;05.12.2021 18:09;05.12.2021 18:09;146
872;872;872;872;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:14:47;12.05.2021;18:16:39;8;6;05.12.2021 18:14;05.12.2021 18:16;146
873;873;873;873;8011;40;1356;feed part from magazin;200;12.05.2021;18:17:46;12.05.2021;18:17:48;6;63;05.12.2021 18:17;05.12.2021 18:17;146
874;874;874;874;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:18:06;12.05.2021;18:18:08;7;14;05.12.2021 18:18;05.12.2021 18:18;146
875;875;875;875;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:19:54;12.05.2021;18:20:06;5;1126;05.12.2021 18:19;05.12.2021 18:20;146
876;876;876;876;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:08:46;12.05.2021;18:09:00;5;0;05.12.2021 18:08;05.12.2021 18:09;147
877;877;877;877;8011;20;1356;feed part from magazin;200;12.05.2021;18:09:26;12.05.2021;18:09:28;11;27;05.12.2021 18:09;05.12.2021 18:09;147
878;878;878;884;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:18:53;12.05.2021;18:20:45;8;6;05.12.2021 18:18;05.12.2021 18:20;147
879;879;879;885;8011;40;1356;feed part from magazin;200;12.05.2021;18:21:27;12.05.2021;18:21:29;6;63;05.12.2021 18:21;05.12.2021 18:21;147
880;880;880;886;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:21:53;12.05.2021;18:21:55;7;14;05.12.2021 18:21;05.12.2021 18:21;147
881;881;881;887;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:23:31;12.05.2021;18:23:43;5;1126;05.12.2021 18:23;05.12.2021 18:23;147
882;882;886;882;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:09:18;12.05.2021;18:09:32;5;0;05.12.2021 18:09;05.12.2021 18:09;148
883;883;887;883;8011;20;1356;feed part from magazin;200;12.05.2021;18:09:59;12.05.2021;18:10:01;11;27;05.12.2021 18:09;05.12.2021 18:10;148
884;884;882;878;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:20:49;12.05.2021;18:22:41;8;6;05.12.2021 18:20;05.12.2021 18:22;148
885;885;883;879;8011;40;1356;feed part from magazin;200;12.05.2021;18:23:37;12.05.2021;18:23:40;6;63;05.12.2021 18:23;05.12.2021 18:23;148
886;886;884;880;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:23:55;12.05.2021;18:23:58;7;14;05.12.2021 18:23;05.12.2021 18:23;148
887;887;885;881;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:25:47;12.05.2021;18:25:59;5;1126;05.12.2021 18:25;05.12.2021 18:25;148
888;888;888;888;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:12:09;12.05.2021;18:12:23;5;0;05.12.2021 18:12;05.12.2021 18:12;149
889;889;889;889;8011;20;1356;feed part from magazin;200;12.05.2021;18:12:50;12.05.2021;18:12:51;11;27;05.12.2021 18:12;05.12.2021 18:12;149
890;890;890;890;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:22:48;12.05.2021;18:24:40;8;6;05.12.2021 18:22;05.12.2021 18:24;149
891;891;891;891;8011;40;1356;feed part from magazin;200;12.05.2021;18:25:25;12.05.2021;18:25:27;6;63;05.12.2021 18:25;05.12.2021 18:25;149
892;892;892;892;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:25:49;12.05.2021;18:25:52;7;14;05.12.2021 18:25;05.12.2021 18:25;149
893;893;893;893;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:27:31;12.05.2021;18:27:43;5;1126;05.12.2021 18:27;05.12.2021 18:27;149
894;894;894;894;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:12:29;12.05.2021;18:12:44;5;0;05.12.2021 18:12;05.12.2021 18:12;150
895;895;895;895;8011;20;1356;feed part from magazin;200;12.05.2021;18:13:10;12.05.2021;18:13:13;11;27;05.12.2021 18:13;05.12.2021 18:13;150
896;896;896;896;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:26:32;12.05.2021;18:28:25;8;6;05.12.2021 18:26;05.12.2021 18:28;150
897;897;897;897;8011;40;1356;feed part from magazin;200;12.05.2021;18:29:24;12.05.2021;18:29:26;6;63;05.12.2021 18:29;05.12.2021 18:29;150
898;898;898;898;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:29:45;12.05.2021;18:29:47;7;14;05.12.2021 18:29;05.12.2021 18:29;150
899;899;899;899;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:31:23;12.05.2021;18:31:35;5;1126;05.12.2021 18:31;05.12.2021 18:31;150
900;900;904;934;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:26:00;12.05.2021;18:26:14;5;0;05.12.2021 18:26;05.12.2021 18:26;151
901;901;905;935;8111;20;1357;feed part from magazin;200;12.05.2021;18:26:40;12.05.2021;18:26:42;11;27;05.12.2021 18:26;05.12.2021 18:26;151
902;902;900;930;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:32:19;12.05.2021;18:33:58;8;6;05.12.2021 18:32;05.12.2021 18:33;151
903;903;901;931;8111;40;1357;feed part from magazin;200;12.05.2021;18:34:52;12.05.2021;18:34:54;6;63;05.12.2021 18:34;05.12.2021 18:34;151
904;904;902;932;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:35:15;12.05.2021;18:35:17;7;14;05.12.2021 18:35;05.12.2021 18:35;151
905;905;903;933;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:36:37;12.05.2021;18:36:52;5;1126;05.12.2021 18:36;05.12.2021 18:36;151
906;906;906;936;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:27:44;12.05.2021;18:27:58;5;0;05.12.2021 18:27;05.12.2021 18:27;152
907;907;907;937;8111;20;1357;feed part from magazin;200;12.05.2021;18:28:52;12.05.2021;18:28:54;11;27;05.12.2021 18:28;05.12.2021 18:28;152
908;908;908;944;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:37:32;12.05.2021;18:39:15;8;6;05.12.2021 18:37;05.12.2021 18:39;152
909;909;909;945;8111;40;1357;feed part from magazin;200;12.05.2021;18:39:58;12.05.2021;18:40:01;6;63;05.12.2021 18:39;05.12.2021 18:40;152
910;910;910;946;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:40:16;12.05.2021;18:40:18;7;14;05.12.2021 18:40;05.12.2021 18:40;152
911;911;911;947;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:41:51;12.05.2021;18:42:03;5;1126;05.12.2021 18:41;05.12.2021 18:42;152
912;912;916;942;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:29:40;12.05.2021;18:29:55;5;0;05.12.2021 18:29;05.12.2021 18:29;153
913;913;917;943;8111;20;1357;feed part from magazin;200;12.05.2021;18:30:21;12.05.2021;18:30:24;11;27;05.12.2021 18:30;05.12.2021 18:30;153
914;914;912;938;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:40:55;12.05.2021;18:42:34;8;6;05.12.2021 18:40;05.12.2021 18:42;153
915;915;913;939;8111;40;1357;feed part from magazin;200;12.05.2021;18:43:15;12.05.2021;18:43:18;6;63;05.12.2021 18:43;05.12.2021 18:43;153
916;916;914;940;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:43:31;12.05.2021;18:43:33;7;14;05.12.2021 18:43;05.12.2021 18:43;153
917;917;915;941;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:45:42;12.05.2021;18:45:54;5;1126;05.12.2021 18:45;05.12.2021 18:45;153
918;918;918;948;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:31:36;12.05.2021;18:31:51;5;0;05.12.2021 18:31;05.12.2021 18:31;154
919;919;919;949;8111;20;1357;feed part from magazin;200;12.05.2021;18:32:17;12.05.2021;18:32:19;11;27;05.12.2021 18:32;05.12.2021 18:32;154
920;920;920;950;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:42:39;12.05.2021;18:44:18;8;6;05.12.2021 18:42;05.12.2021 18:44;154
921;921;921;951;8111;40;1357;feed part from magazin;200;12.05.2021;18:45:03;12.05.2021;18:45:05;6;63;05.12.2021 18:45;05.12.2021 18:45;154
922;922;922;952;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:45:18;12.05.2021;18:45:20;7;14;05.12.2021 18:45;05.12.2021 18:45;154
923;923;923;953;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:47:07;12.05.2021;18:47:19;5;1126;05.12.2021 18:47;05.12.2021 18:47;154
924;924;924;954;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:33:20;12.05.2021;18:33:35;5;0;05.12.2021 18:33;05.12.2021 18:33;155
925;925;925;955;8111;20;1357;feed part from magazin;200;12.05.2021;18:34:02;12.05.2021;18:34:03;11;27;05.12.2021 18:34;05.12.2021 18:34;155
926;926;926;956;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:44:41;12.05.2021;18:46:21;8;6;05.12.2021 18:44;05.12.2021 18:46;155
927;927;927;957;8111;40;1357;feed part from magazin;200;12.05.2021;18:47:02;12.05.2021;18:47:04;6;63;05.12.2021 18:47;05.12.2021 18:47;155
928;928;928;958;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:47:18;12.05.2021;18:47:20;7;14;05.12.2021 18:47;05.12.2021 18:47;155
929;929;929;959;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:49:01;12.05.2021;18:49:13;5;1126;05.12.2021 18:49;05.12.2021 18:49;155
930;930;931;905;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:19:27;12.05.2021;18:19:40;5;0;05.12.2021 18:19;05.12.2021 18:19;156
931;931;930;900;8110;20;1357;feed part from magazin;200;12.05.2021;18:20:35;12.05.2021;18:20:36;11;27;05.12.2021 18:20;05.12.2021 18:20;156
932;932;932;920;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:28:45;12.05.2021;18:30:39;8;6;05.12.2021 18:28;05.12.2021 18:30;156
933;933;933;921;8110;40;1357;feed part from magazin;200;12.05.2021;18:31:30;12.05.2021;18:31:33;6;63;05.12.2021 18:31;05.12.2021 18:31;156
934;934;934;922;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:31:48;12.05.2021;18:31:51;7;14;05.12.2021 18:31;05.12.2021 18:31;156
935;935;935;923;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:33:51;12.05.2021;18:34:04;5;1126;05.12.2021 18:33;05.12.2021 18:34;156
936;936;936;906;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:20:07;12.05.2021;18:20:20;5;0;05.12.2021 18:20;05.12.2021 18:20;157
937;937;937;907;8110;20;1357;feed part from magazin;200;12.05.2021;18:20:47;12.05.2021;18:20:48;11;27;05.12.2021 18:20;05.12.2021 18:20;157
938;938;938;908;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:30:44;12.05.2021;18:32:14;8;6;05.12.2021 18:30;05.12.2021 18:32;157
939;939;939;909;8110;40;1357;feed part from magazin;200;12.05.2021;18:33:04;12.05.2021;18:33:07;6;63;05.12.2021 18:33;05.12.2021 18:33;157
940;940;940;910;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:33:20;12.05.2021;18:33:22;7;14;05.12.2021 18:33;05.12.2021 18:33;157
941;941;941;911;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:34:58;12.05.2021;18:35:11;5;1126;05.12.2021 18:34;05.12.2021 18:35;157
942;942;942;912;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:20:29;12.05.2021;18:20:42;5;0;05.12.2021 18:20;05.12.2021 18:20;158
943;943;943;913;8110;20;1357;feed part from magazin;200;12.05.2021;18:21:09;12.05.2021;18:21:11;11;27;05.12.2021 18:21;05.12.2021 18:21;158
944;944;944;926;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:34:05;12.05.2021;18:35:36;8;6;05.12.2021 18:34;05.12.2021 18:35;158
945;945;945;927;8110;40;1357;feed part from magazin;200;12.05.2021;18:36:21;12.05.2021;18:36:24;6;63;05.12.2021 18:36;05.12.2021 18:36;158
946;946;946;928;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:36:37;12.05.2021;18:36:39;7;14;05.12.2021 18:36;05.12.2021 18:36;158
947;947;947;929;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:38:29;12.05.2021;18:38:41;5;1126;05.12.2021 18:38;05.12.2021 18:38;158
948;948;952;918;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:21:37;12.05.2021;18:21:51;5;0;05.12.2021 18:21;05.12.2021 18:21;159
949;949;953;919;8110;20;1357;feed part from magazin;200;12.05.2021;18:22:18;12.05.2021;18:22:20;11;27;05.12.2021 18:22;05.12.2021 18:22;159
950;950;948;914;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:35:40;12.05.2021;18:37:11;8;6;05.12.2021 18:35;05.12.2021 18:37;159
951;951;949;915;8110;40;1357;feed part from magazin;200;12.05.2021;18:37:56;12.05.2021;18:37:59;6;63;05.12.2021 18:37;05.12.2021 18:37;159
952;952;950;916;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:38:14;12.05.2021;18:38:16;7;14;05.12.2021 18:38;05.12.2021 18:38;159
953;953;951;917;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:39:58;12.05.2021;18:40:10;5;1126;05.12.2021 18:39;05.12.2021 18:40;159
954;954;958;924;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:23:04;12.05.2021;18:23:17;5;0;05.12.2021 18:23;05.12.2021 18:23;160
955;955;959;925;8110;20;1357;feed part from magazin;200;12.05.2021;18:24:12;12.05.2021;18:24:14;11;27;05.12.2021 18:24;05.12.2021 18:24;160
956;956;954;901;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:39:20;12.05.2021;18:40:50;8;6;05.12.2021 18:39;05.12.2021 18:40;160
957;957;955;902;8110;40;1357;feed part from magazin;200;12.05.2021;18:41:31;12.05.2021;18:41:33;6;63;05.12.2021 18:41;05.12.2021 18:41;160
958;958;956;903;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:41:46;12.05.2021;18:41:48;7;14;05.12.2021 18:41;05.12.2021 18:41;160
959;959;957;904;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:43:09;12.05.2021;18:43:21;5;1126;05.12.2021 18:43;05.12.2021 18:43;160
960;960;960;960;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:42:08;12.05.2021;18:42:22;5;0;05.12.2021 18:42;05.12.2021 18:42;161
961;961;961;961;8010;20;1358;feed part from magazin;200;12.05.2021;18:42:49;12.05.2021;18:42:50;11;27;05.12.2021 18:42;05.12.2021 18:42;161
962;962;962;962;8010;30;1358;assemble a PCB with one fuse left;302;12.05.2021;18:46:26;12.05.2021;18:48:43;8;6;05.12.2021 18:46;05.12.2021 18:48;161
963;963;963;963;8010;40;1358;feed part from magazin;200;12.05.2021;18:49:39;12.05.2021;18:49:41;6;63;05.12.2021 18:49;05.12.2021 18:49;161
964;964;964;964;8010;50;1358;pressing for time in seconds;110;12.05.2021;18:49:55;12.05.2021;18:49:57;7;14;05.12.2021 18:49;05.12.2021 18:49;161
965;965;965;965;8010;60;1358;store a part from stopper 2;211;12.05.2021;18:51:33;12.05.2021;18:51:45;5;1126;05.12.2021 18:51;05.12.2021 18:51;161
966;966;966;966;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:43:42;12.05.2021;18:43:55;5;0;05.12.2021 18:43;05.12.2021 18:43;162
967;967;967;967;8010;20;1358;feed part from magazin;200;12.05.2021;18:44:22;12.05.2021;18:44:24;11;27;05.12.2021 18:44;05.12.2021 18:44;162
968;968;968;968;8010;30;1358;assemble a PCB with one fuse left;302;12.05.2021;18:48:48;12.05.2021;18:50:32;8;6;05.12.2021 18:48;05.12.2021 18:50;162
969;969;969;969;8010;40;1358;feed part from magazin;200;12.05.2021;18:51:17;12.05.2021;18:51:19;6;63;05.12.2021 18:51;05.12.2021 18:51;162
970;970;970;970;8010;50;1358;pressing for time in seconds;110;12.05.2021;18:51:40;12.05.2021;18:51:43;7;14;05.12.2021 18:51;05.12.2021 18:51;162
971;971;971;971;8010;60;1358;store a part from stopper 2;211;12.05.2021;18:54:04;12.05.2021;18:54:16;5;1126;05.12.2021 18:54;05.12.2021 18:54;162
972;972;972;972;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:43:58;12.05.2021;18:44:11;5;0;05.12.2021 18:43;05.12.2021 18:44;163
973;973;973;973;8010;20;1358;feed part from magazin;200;12.05.2021;18:44:38;12.05.2021;18:44:40;11;27;05.12.2021 18:44;05.12.2021 18:44;163
974;974;974;974;8010;30;1358;assemble a PCB with one fuse left;302;12.05.2021;18:50:36;12.05.2021;18:52:19;8;6;05.12.2021 18:50;05.12.2021 18:52;163
975;975;975;975;8010;40;1358;feed part from magazin;200;12.05.2021;18:53:20;12.05.2021;18:53:23;6;63;05.12.2021 18:53;05.12.2021 18:53;163
976;976;976;976;8010;50;1358;pressing for time in seconds;110;12.05.2021;18:53:38;12.05.2021;18:53:40;7;14;05.12.2021 18:53;05.12.2021 18:53;163
977;977;977;977;8010;60;1358;store a part from stopper 2;211;12.05.2021;18:55:32;12.05.2021;18:55:44;5;1126;05.12.2021 18:55;05.12.2021 18:55;163
978;978;978;978;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:44:15;12.05.2021;18:44:29;5;0;05.12.2021 18:44;05.12.2021 18:44;164
979;979;979;979;8010;20;1358;feed part from magazin;200;12.05.2021;18:44:56;12.05.2021;18:44:58;11;27;05.12.2021 18:44;05.12.2021 18:44;164
980;980;980;980;8010;30;1358;assemble a PCB with one fuse left;302;12.05.2021;18:53:28;12.05.2021;18:55:11;8;6;05.12.2021 18:53;05.12.2021 18:55;164
981;981;981;981;8010;40;1358;feed part from magazin;200;12.05.2021;18:55:58;12.05.2021;18:56:00;6;63;05.12.2021 18:55;05.12.2021 18:56;164
982;982;982;982;8010;50;1358;pressing for time in seconds;110;12.05.2021;18:56:16;12.05.2021;18:56:18;7;14;05.12.2021 18:56;05.12.2021 18:56;164
983;983;983;983;8010;60;1358;store a part from stopper 2;211;12.05.2021;18:57:37;12.05.2021;18:57:51;5;1126;05.12.2021 18:57;05.12.2021 18:57;164
984;984;984;984;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:44:48;12.05.2021;18:45:02;5;0;05.12.2021 18:44;05.12.2021 18:45;165
985;985;985;985;8010;20;1358;feed part from magazin;200;12.05.2021;18:45:29;12.05.2021;18:45:31;11;27;05.12.2021 18:45;05.12.2021 18:45;165
